ciudad;vulnerabilidad;nivel_de_urgencia_x;patron_social;impacto_social;n_reportes;id;nombre;edad;genero;comentario;categoria_del_problema;nivel_de_urgencia_y;fecha_del_reporte;acceso_a_internet;atencion_previa_del_gobierno;zona_rural;comentario_limpio;tema;palabras_clave;sentimiento;sent_neg;sent_neu;sent_pos
bogota;0.49;0.5;Estable;0.49;1023;6710;carlos;50.0;m;necesitamos mas acceso a internet en la zona;educacion;no urgente;2023 09 18;0;1;1;necesitamos mas acceso internet zona;0;acceso, internet, mas, necesitamos, zona;neutro;0.121529706;0.75686437;0.12160592
bogota;0.49;0.5;Estable;0.49;1023;6724;jorge;70.0;otro;las basuras no se recogen a tiempo;educacion;urgente;2024 03 13;1;0;0;basuras recogen tiempo;4;basura, basuras, problemas, recogen, tiempo;negativo;0.7337146;0.23748137;0.028804062
bogota;0.49;0.5;Estable;0.49;1023;6726;jorge;56.0;f;queremos mas presencia policial;educacion;urgente;2024 06 11;1;0;0;queremos mas presencia policial;1;calles, estan, oscuras, peligrosas, policial;neutro;0.26389757;0.57646215;0.15964028
bogota;0.49;0.5;Estable;0.49;1023;6732;carlos;63.0;;las basuras no se recogen a tiempo;salud;no urgente;2023 01 23;0;1;1;basuras recogen tiempo;4;basura, basuras, problemas, recogen, tiempo;negativo;0.7337146;0.23748137;0.028804062
bogota;0.49;0.5;Estable;0.49;1023;6739;laura;44.0;otro;;medio ambiente;urgente;2024 04 28;0;0;0;;3;(sin datos suficientes);positivo;0.21312903;0.2888706;0.4980003
bogota;0.49;0.5;Estable;0.49;1023;6741;pedro;35.0;f;falta agua potable en varias casas;educacion;no urgente;2023 10 05;0;1;0;falta agua potable varias casas;5;agua, casas, falta, potable, varias;negativo;0.85468775;0.13371721;0.011595
bogota;0.49;0.5;Estable;0.49;1023;6761;laura;74.0;otro;la contaminacion del rio esta aumentando;seguridad;no urgente;2024 09 24;1;1;0;contaminacion rio aumentando;0;acceso, internet, mas, necesitamos, zona;negativo;0.90396976;0.08435152;0.011678813
bogota;0.49;0.5;Estable;0.49;1023;6764;sofia;71.0;f;;salud;no urgente;2023 04 14;0;1;0;;3;(sin datos suficientes);positivo;0.21312903;0.2888706;0.4980004
bogota;0.49;0.5;Estable;0.49;1023;6785;jorge;34.0;otro;las basuras no se recogen a tiempo;medio ambiente;no urgente;2023 04 09;1;1;0;basuras recogen tiempo;4;basura, basuras, problemas, recogen, tiempo;negativo;0.7337145;0.23748139;0.028804075
bogota;0.49;0.5;Estable;0.49;1023;6802;valentina;20.0;m;no tenemos centros culturales ni bibliotecas;seguridad;urgente;2023 06 19;0;0;0;centros culturales bibliotecas;2;centro, culturales, faltan, medicos, salud;negativo;0.86244667;0.12654915;0.011004277
bogota;0.49;0.5;Estable;0.49;1023;6813;laura;72.0;m;necesitamos mas acceso a internet en la zona;medio ambiente;urgente;2024 03 02;1;1;1;necesitamos mas acceso internet zona;0;acceso, internet, mas, necesitamos, zona;neutro;0.121529706;0.75686437;0.12160592
bogota;0.49;0.5;Estable;0.49;1023;6814;juan;17.0;f;las basuras no se recogen a tiempo;salud;no urgente;2023 02 25;0;1;1;basuras recogen tiempo;4;basura, basuras, problemas, recogen, tiempo;negativo;0.7337146;0.23748137;0.028804062
bogota;0.49;0.5;Estable;0.49;1023;6835;ana;45.0;m;queremos mas presencia policial;seguridad;no urgente;2023 06 03;1;0;0;queremos mas presencia policial;1;calles, estan, oscuras, peligrosas, policial;neutro;0.26389757;0.57646215;0.15964028
bogota;0.49;0.5;Estable;0.49;1023;6838;ana;76.0;m;las calles estan muy oscuras y peligrosas;medio ambiente;urgente;2024 05 01;0;1;0;calles estan oscuras peligrosas;1;calles, estan, oscuras, peligrosas, policial;negativo;0.9442576;0.04775948;0.007983001
bogota;0.49;0.5;Estable;0.49;1023;6840;pedro;;m;falta agua potable en varias casas;salud;no urgente;2024 08 22;1;0;1;falta agua potable varias casas;5;agua, casas, falta, potable, varias;negativo;0.85468775;0.13371721;0.011595
bogota;0.49;0.5;Estable;0.49;1023;6851;camilo;47.0;otro;hay problemas con la recoleccion de basura;educacion;urgente;2024 06 17;1;0;1;problemas recoleccion basura;4;basura, basuras, problemas, recogen, tiempo;negativo;0.87674534;0.11656104;0.0066936696
bogota;0.49;0.5;Estable;0.49;1023;6862;pedro;43.0;f;necesitamos mas acceso a internet en la zona;medio ambiente;no urgente;2024 10 15;0;0;1;necesitamos mas acceso internet zona;0;acceso, internet, mas, necesitamos, zona;neutro;0.121529706;0.75686437;0.12160592
bogota;0.49;0.5;Estable;0.49;1023;6875;valentina;41.0;f;la contaminacion del rio esta aumentando;medio ambiente;urgente;2024 02 08;0;1;0;contaminacion rio aumentando;0;acceso, internet, mas, necesitamos, zona;negativo;0.90396976;0.08435152;0.011678813
bogota;0.49;0.5;Estable;0.49;1023;6888;pedro;64.0;otro;necesitamos mas acceso a internet en la zona;seguridad;no urgente;2023 04 19;1;0;0;necesitamos mas acceso internet zona;0;acceso, internet, mas, necesitamos, zona;neutro;0.121529706;0.75686437;0.12160592
bogota;0.49;0.5;Estable;0.49;1023;6897;jorge;47.0;otro;la contaminacion del rio esta aumentando;educacion;urgente;2023 11 07;1;1;0;contaminacion rio aumentando;0;acceso, internet, mas, necesitamos, zona;negativo;0.90396976;0.08435152;0.011678813
bogota;0.49;0.5;Estable;0.49;1023;6914;ana;69.0;f;necesitamos mas acceso a internet en la zona;salud;no urgente;2024 08 08;0;0;1;necesitamos mas acceso internet zona;0;acceso, internet, mas, necesitamos, zona;neutro;0.121529706;0.75686437;0.12160592
bogota;0.49;0.5;Estable;0.49;1023;6915;maria;31.0;f;las calles estan muy oscuras y peligrosas;seguridad;urgente;2024 03 09;0;1;0;calles estan oscuras peligrosas;1;calles, estan, oscuras, peligrosas, policial;negativo;0.9442576;0.047759444;0.0079829935
bogota;0.49;0.5;Estable;0.49;1023;6927;maria;80.0;f;no tenemos centros culturales ni bibliotecas;seguridad;no urgente;2023 08 13;1;1;0;centros culturales bibliotecas;2;centro, culturales, faltan, medicos, salud;negativo;0.86244655;0.12654918;0.011004276
bogota;0.49;0.5;Estable;0.49;1023;6929;carlos;73.0;f;la contaminacion del rio esta aumentando;educacion;urgente;2023 12 18;0;1;1;contaminacion rio aumentando;0;acceso, internet, mas, necesitamos, zona;negativo;0.90396976;0.08435152;0.011678813
bogota;0.49;0.5;Estable;0.49;1023;6930;valentina;29.0;otro;las calles estan muy oscuras y peligrosas;medio ambiente;no urgente;2023 10 26;0;1;1;calles estan oscuras peligrosas;1;calles, estan, oscuras, peligrosas, policial;negativo;0.9442576;0.04775948;0.007983001
bogota;0.49;0.5;Estable;0.49;1023;6955;ana;49.0;f;falta agua potable en varias casas;seguridad;urgente;2024 07 25;0;0;0;falta agua potable varias casas;5;agua, casas, falta, potable, varias;negativo;0.85468775;0.13371721;0.011595
bogota;0.49;0.5;Estable;0.49;1023;6961;juan;52.0;f;no tenemos centros culturales ni bibliotecas;educacion;no urgente;2024 09 28;1;1;1;centros culturales bibliotecas;2;centro, culturales, faltan, medicos, salud;negativo;0.86244655;0.12654918;0.011004276
bogota;0.49;0.5;Estable;0.49;1023;6965;juan;61.0;f;las calles estan muy oscuras y peligrosas;salud;urgente;2024 11 06;1;1;0;calles estan oscuras peligrosas;1;calles, estan, oscuras, peligrosas, policial;negativo;0.9442576;0.047759444;0.0079829935
bogota;0.49;0.5;Estable;0.49;1023;6971;laura;74.0;f;no hay suficientes escuelas publicas;seguridad;no urgente;2023 02 24;0;0;1;suficientes escuelas publicas;1;calles, estan, oscuras, peligrosas, policial;negativo;0.9277882;0.0644576;0.0077542006
bogota;0.49;0.5;Estable;0.49;1023;6974;camilo;;m;las calles estan muy oscuras y peligrosas;medio ambiente;urgente;2024 11 26;1;1;1;calles estan oscuras peligrosas;1;calles, estan, oscuras, peligrosas, policial;negativo;0.9442576;0.04775948;0.007983001
bogota;0.49;0.5;Estable;0.49;1023;6991;valentina;;otro;las basuras no se recogen a tiempo;salud;urgente;2024 02 08;0;1;1;basuras recogen tiempo;4;basura, basuras, problemas, recogen, tiempo;negativo;0.7337145;0.23748139;0.028804075
bogota;0.49;0.5;Estable;0.49;1023;6993;jorge;47.0;m;faltan medicos en el centro de salud;salud;urgente;2024 02 17;0;1;0;faltan medicos centro salud;2;centro, culturales, faltan, medicos, salud;negativo;0.7121867;0.27495375;0.012859541
bogota;0.49;0.5;Estable;0.49;1023;7005;laura;44.0;f;faltan medicos en el centro de salud;seguridad;no urgente;2024 01 30;0;0;0;faltan medicos centro salud;2;centro, culturales, faltan, medicos, salud;negativo;0.7121867;0.27495375;0.012859541
bogota;0.49;0.5;Estable;0.49;1023;7010;valentina;;f;la contaminacion del rio esta aumentando;seguridad;urgente;2024 01 31;1;1;0;contaminacion rio aumentando;0;acceso, internet, mas, necesitamos, zona;negativo;0.90396965;0.08435153;0.011678818
bogota;0.49;0.5;Estable;0.49;1023;7026;sofia;47.0;f;faltan medicos en el centro de salud;salud;no urgente;2024 05 14;1;1;1;faltan medicos centro salud;2;centro, culturales, faltan, medicos, salud;negativo;0.7121867;0.2749538;0.0128595345
bogota;0.49;0.5;Estable;0.49;1023;7063;ana;46.0;m;no tenemos centros culturales ni bibliotecas;seguridad;no urgente;2023 09 15;1;0;1;centros culturales bibliotecas;2;centro, culturales, faltan, medicos, salud;negativo;0.86244655;0.12654918;0.011004276
bogota;0.49;0.5;Estable;0.49;1023;7075;pedro;24.0;f;hay problemas con la recoleccion de basura;seguridad;urgente;2024 03 13;0;1;0;problemas recoleccion basura;4;basura, basuras, problemas, recogen, tiempo;negativo;0.87674534;0.11656104;0.0066936696
bogota;0.49;0.5;Estable;0.49;1023;7099;juan;53.0;m;las basuras no se recogen a tiempo;medio ambiente;urgente;2023 02 21;0;0;0;basuras recogen tiempo;4;basura, basuras, problemas, recogen, tiempo;negativo;0.7337145;0.23748139;0.028804075
bogota;0.49;0.5;Estable;0.49;1023;7109;laura;;f;las calles estan muy oscuras y peligrosas;seguridad;no urgente;2023 06 08;1;1;0;calles estan oscuras peligrosas;1;calles, estan, oscuras, peligrosas, policial;negativo;0.9442576;0.047759444;0.0079829935
bogota;0.49;0.5;Estable;0.49;1023;7124;valentina;31.0;m;las calles estan muy oscuras y peligrosas;medio ambiente;no urgente;2023 06 05;1;1;0;calles estan oscuras peligrosas;1;calles, estan, oscuras, peligrosas, policial;negativo;0.9442576;0.04775948;0.007983001
bogota;0.49;0.5;Estable;0.49;1023;7134;pedro;41.0;m;necesitamos mas acceso a internet en la zona;seguridad;urgente;2024 09 15;0;1;1;necesitamos mas acceso internet zona;0;acceso, internet, mas, necesitamos, zona;neutro;0.121529706;0.75686437;0.12160592
bogota;0.49;0.5;Estable;0.49;1023;7153;juan;31.0;otro;queremos mas presencia policial;medio ambiente;urgente;2024 04 28;0;1;1;queremos mas presencia policial;1;calles, estan, oscuras, peligrosas, policial;neutro;0.26389757;0.57646215;0.15964028
bogota;0.49;0.5;Estable;0.49;1023;7172;carlos;41.0;otro;necesitamos mas acceso a internet en la zona;salud;urgente;2023 03 07;1;1;0;necesitamos mas acceso internet zona;0;acceso, internet, mas, necesitamos, zona;neutro;0.121529706;0.75686437;0.12160592
bogota;0.49;0.5;Estable;0.49;1023;7180;maria;;m;necesitamos mas acceso a internet en la zona;educacion;urgente;2024 04 17;0;0;1;necesitamos mas acceso internet zona;0;acceso, internet, mas, necesitamos, zona;neutro;0.121529706;0.75686437;0.12160592
bogota;0.49;0.5;Estable;0.49;1023;7198;sofia;;otro;queremos mas presencia policial;educacion;no urgente;2023 05 06;1;1;1;queremos mas presencia policial;1;calles, estan, oscuras, peligrosas, policial;neutro;0.26389757;0.57646215;0.15964028
bogota;0.49;0.5;Estable;0.49;1023;7208;sofia;;f;la contaminacion del rio esta aumentando;seguridad;no urgente;2024 03 12;0;0;0;contaminacion rio aumentando;0;acceso, internet, mas, necesitamos, zona;negativo;0.90396965;0.08435153;0.011678818
bogota;0.49;0.5;Estable;0.49;1023;7223;laura;;otro;necesitamos mas acceso a internet en la zona;seguridad;no urgente;2024 03 22;1;0;0;necesitamos mas acceso internet zona;0;acceso, internet, mas, necesitamos, zona;neutro;0.121529706;0.75686437;0.12160592
bogota;0.49;0.5;Estable;0.49;1023;7241;camilo;44.0;otro;las basuras no se recogen a tiempo;seguridad;no urgente;2024 10 31;1;0;1;basuras recogen tiempo;4;basura, basuras, problemas, recogen, tiempo;negativo;0.7337145;0.23748139;0.028804075
bogota;0.49;0.5;Estable;0.49;1023;7243;valentina;80.0;f;falta agua potable en varias casas;seguridad;no urgente;2023 05 06;0;0;0;falta agua potable varias casas;5;agua, casas, falta, potable, varias;negativo;0.85468775;0.13371721;0.011595
bogota;0.49;0.5;Estable;0.49;1023;7257;camilo;54.0;f;faltan medicos en el centro de salud;educacion;no urgente;2024 02 06;1;1;0;faltan medicos centro salud;2;centro, culturales, faltan, medicos, salud;negativo;0.7121867;0.27495375;0.012859541
bogota;0.49;0.5;Estable;0.49;1023;7272;valentina;;f;falta agua potable en varias casas;salud;no urgente;2024 01 11;1;1;1;falta agua potable varias casas;5;agua, casas, falta, potable, varias;negativo;0.85468775;0.13371721;0.011595
bogota;0.49;0.5;Estable;0.49;1023;7275;ana;59.0;m;hay problemas con la recoleccion de basura;medio ambiente;no urgente;2024 06 13;0;0;1;problemas recoleccion basura;4;basura, basuras, problemas, recogen, tiempo;negativo;0.87674534;0.11656104;0.0066936696
bogota;0.49;0.5;Estable;0.49;1023;7279;valentina;31.0;f;necesitamos mas acceso a internet en la zona;medio ambiente;urgente;2024 05 28;0;0;0;necesitamos mas acceso internet zona;0;acceso, internet, mas, necesitamos, zona;neutro;0.121529706;0.75686437;0.12160592
bogota;0.49;0.5;Estable;0.49;1023;7280;camilo;73.0;otro;necesitamos mas acceso a internet en la zona;salud;urgente;2024 01 15;1;0;0;necesitamos mas acceso internet zona;0;acceso, internet, mas, necesitamos, zona;neutro;0.121529706;0.75686437;0.12160592
bogota;0.49;0.5;Estable;0.49;1023;7282;jorge;38.0;f;no tenemos centros culturales ni bibliotecas;seguridad;urgente;2024 03 21;0;0;0;centros culturales bibliotecas;2;centro, culturales, faltan, medicos, salud;negativo;0.86244667;0.12654915;0.011004277
bogota;0.49;0.5;Estable;0.49;1023;7285;laura;70.0;otro;queremos mas presencia policial;seguridad;no urgente;2024 01 28;1;1;1;queremos mas presencia policial;1;calles, estan, oscuras, peligrosas, policial;neutro;0.26389757;0.57646215;0.15964028
bogota;0.49;0.5;Estable;0.49;1023;7292;juan;49.0;m;necesitamos mas acceso a internet en la zona;medio ambiente;no urgente;2023 04 11;1;0;0;necesitamos mas acceso internet zona;0;acceso, internet, mas, necesitamos, zona;neutro;0.121529706;0.75686437;0.12160592
bogota;0.49;0.5;Estable;0.49;1023;7297;valentina;54.0;f;las basuras no se recogen a tiempo;seguridad;urgente;2023 04 18;0;0;1;basuras recogen tiempo;4;basura, basuras, problemas, recogen, tiempo;negativo;0.7337145;0.23748139;0.028804075
bogota;0.49;0.5;Estable;0.49;1023;7309;ana;27.0;;las basuras no se recogen a tiempo;seguridad;no urgente;2023 08 27;1;1;0;basuras recogen tiempo;4;basura, basuras, problemas, recogen, tiempo;negativo;0.7337145;0.23748139;0.028804075
bogota;0.49;0.5;Estable;0.49;1023;7310;laura;16.0;m;hay problemas con la recoleccion de basura;salud;urgente;2023 04 28;1;1;0;problemas recoleccion basura;4;basura, basuras, problemas, recogen, tiempo;negativo;0.87674534;0.11656104;0.006693663
bogota;0.49;0.5;Estable;0.49;1023;7311;maria;18.0;m;hay problemas con la recoleccion de basura;medio ambiente;no urgente;2024 10 13;1;0;0;problemas recoleccion basura;4;basura, basuras, problemas, recogen, tiempo;negativo;0.87674534;0.11656104;0.0066936696
bogota;0.49;0.5;Estable;0.49;1023;7314;pedro;20.0;m;necesitamos mas acceso a internet en la zona;medio ambiente;urgente;2023 01 18;1;1;1;necesitamos mas acceso internet zona;0;acceso, internet, mas, necesitamos, zona;neutro;0.121529706;0.75686437;0.12160592
bogota;0.49;0.5;Estable;0.49;1023;7317;carlos;27.0;otro;falta agua potable en varias casas;medio ambiente;no urgente;2023 07 01;1;1;1;falta agua potable varias casas;5;agua, casas, falta, potable, varias;negativo;0.85468775;0.13371721;0.011595
bogota;0.49;0.5;Estable;0.49;1023;7329;juan;29.0;f;no tenemos centros culturales ni bibliotecas;educacion;urgente;2024 10 21;0;0;0;centros culturales bibliotecas;2;centro, culturales, faltan, medicos, salud;negativo;0.86244655;0.12654918;0.011004276
bogota;0.49;0.5;Estable;0.49;1023;7335;juan;26.0;m;no tenemos centros culturales ni bibliotecas;educacion;no urgente;2024 02 13;0;1;0;centros culturales bibliotecas;2;centro, culturales, faltan, medicos, salud;negativo;0.86244655;0.12654918;0.011004276
bogota;0.49;0.5;Estable;0.49;1023;7345;jorge;;m;no tenemos centros culturales ni bibliotecas;salud;no urgente;2023 05 10;1;0;1;centros culturales bibliotecas;2;centro, culturales, faltan, medicos, salud;negativo;0.86244655;0.12654918;0.011004276
bogota;0.49;0.5;Estable;0.49;1023;7366;jorge;57.0;m;no tenemos centros culturales ni bibliotecas;salud;no urgente;2024 01 15;1;0;0;centros culturales bibliotecas;2;centro, culturales, faltan, medicos, salud;negativo;0.86244667;0.12654915;0.011004277
bogota;0.49;0.5;Estable;0.49;1023;7374;jorge;;m;queremos mas presencia policial;educacion;no urgente;2023 03 30;0;0;0;queremos mas presencia policial;1;calles, estan, oscuras, peligrosas, policial;neutro;0.26389757;0.57646215;0.15964028
bogota;0.49;0.5;Estable;0.49;1023;7383;valentina;55.0;m;hay problemas con la recoleccion de basura;medio ambiente;no urgente;2023 10 15;1;1;0;problemas recoleccion basura;4;basura, basuras, problemas, recogen, tiempo;negativo;0.87674534;0.11656104;0.0066936696
bogota;0.49;0.5;Estable;0.49;1023;7384;jorge;73.0;m;necesitamos mas acceso a internet en la zona;seguridad;urgente;2024 05 16;0;1;0;necesitamos mas acceso internet zona;0;acceso, internet, mas, necesitamos, zona;neutro;0.121529706;0.75686437;0.12160592
bogota;0.49;0.5;Estable;0.49;1023;7385;maria;80.0;f;faltan medicos en el centro de salud;medio ambiente;no urgente;2023 02 20;1;0;0;faltan medicos centro salud;2;centro, culturales, faltan, medicos, salud;negativo;0.7121867;0.27495375;0.012859541
bogota;0.49;0.5;Estable;0.49;1023;7402;sofia;41.0;f;necesitamos mas acceso a internet en la zona;salud;urgente;2023 01 20;1;0;1;necesitamos mas acceso internet zona;0;acceso, internet, mas, necesitamos, zona;neutro;0.121529706;0.75686437;0.12160592
bogota;0.49;0.5;Estable;0.49;1023;7403;sofia;43.0;otro;necesitamos mas acceso a internet en la zona;salud;urgente;2024 08 17;0;1;1;necesitamos mas acceso internet zona;0;acceso, internet, mas, necesitamos, zona;neutro;0.121529706;0.75686437;0.12160592
bogota;0.49;0.5;Estable;0.49;1023;7429;maria;79.0;otro;la contaminacion del rio esta aumentando;medio ambiente;no urgente;2023 05 01;0;1;0;contaminacion rio aumentando;0;acceso, internet, mas, necesitamos, zona;negativo;0.90396976;0.08435152;0.011678813
bogota;0.49;0.5;Estable;0.49;1023;7445;laura;49.0;m;necesitamos mas acceso a internet en la zona;salud;no urgente;2023 08 10;0;0;0;necesitamos mas acceso internet zona;0;acceso, internet, mas, necesitamos, zona;neutro;0.121529706;0.75686437;0.12160592
bogota;0.49;0.5;Estable;0.49;1023;7448;laura;32.0;otro;las calles estan muy oscuras y peligrosas;educacion;urgente;2023 10 01;0;1;0;calles estan oscuras peligrosas;1;calles, estan, oscuras, peligrosas, policial;negativo;0.9442576;0.04775948;0.007983001
bogota;0.49;0.5;Estable;0.49;1023;7458;pedro;30.0;m;las calles estan muy oscuras y peligrosas;seguridad;urgente;2024 05 04;1;0;0;calles estan oscuras peligrosas;1;calles, estan, oscuras, peligrosas, policial;negativo;0.9442576;0.04775948;0.007983001
bogota;0.49;0.5;Estable;0.49;1023;7483;valentina;35.0;f;queremos mas presencia policial;seguridad;urgente;2023 04 09;1;0;0;queremos mas presencia policial;1;calles, estan, oscuras, peligrosas, policial;neutro;0.26389757;0.57646215;0.15964028
bogota;0.49;0.5;Estable;0.49;1023;7495;valentina;36.0;f;faltan medicos en el centro de salud;salud;no urgente;2024 08 17;0;0;0;faltan medicos centro salud;2;centro, culturales, faltan, medicos, salud;negativo;0.7121867;0.27495375;0.012859541
bogota;0.49;0.5;Estable;0.49;1023;7502;camilo;51.0;f;hay problemas con la recoleccion de basura;educacion;urgente;2023 06 09;0;1;1;problemas recoleccion basura;4;basura, basuras, problemas, recogen, tiempo;negativo;0.87674534;0.11656104;0.006693663
bogota;0.49;0.5;Estable;0.49;1023;7505;maria;73.0;otro;hay problemas con la recoleccion de basura;seguridad;no urgente;2024 05 04;1;0;0;problemas recoleccion basura;4;basura, basuras, problemas, recogen, tiempo;negativo;0.87674534;0.11656104;0.0066936696
bogota;0.49;0.5;Estable;0.49;1023;7511;pedro;36.0;;no tenemos centros culturales ni bibliotecas;seguridad;no urgente;2023 08 06;0;0;0;centros culturales bibliotecas;2;centro, culturales, faltan, medicos, salud;negativo;0.86244655;0.12654918;0.011004276
bogota;0.49;0.5;Estable;0.49;1023;7518;ana;42.0;f;falta agua potable en varias casas;salud;urgente;2024 01 26;1;0;0;falta agua potable varias casas;5;agua, casas, falta, potable, varias;negativo;0.85468775;0.13371721;0.011595
bogota;0.49;0.5;Estable;0.49;1023;7524;camilo;;m;no tenemos centros culturales ni bibliotecas;salud;urgente;2024 04 20;0;1;0;centros culturales bibliotecas;2;centro, culturales, faltan, medicos, salud;negativo;0.86244667;0.12654915;0.011004277
bogota;0.49;0.5;Estable;0.49;1023;7532;maria;55.0;f;no hay suficientes escuelas publicas;salud;no urgente;2024 08 30;0;1;1;suficientes escuelas publicas;1;calles, estan, oscuras, peligrosas, policial;negativo;0.9277882;0.06445757;0.0077542006
bogota;0.49;0.5;Estable;0.49;1023;7533;pedro;77.0;m;no tenemos centros culturales ni bibliotecas;seguridad;no urgente;2023 12 06;1;0;1;centros culturales bibliotecas;2;centro, culturales, faltan, medicos, salud;negativo;0.86244655;0.12654918;0.011004276
bogota;0.49;0.5;Estable;0.49;1023;7553;pedro;39.0;otro;falta agua potable en varias casas;seguridad;urgente;2024 11 23;0;0;0;falta agua potable varias casas;5;agua, casas, falta, potable, varias;negativo;0.85468775;0.13371721;0.011595
bogota;0.49;0.5;Estable;0.49;1023;7596;ana;74.0;f;no hay suficientes escuelas publicas;educacion;urgente;2024 12 01;1;0;0;suficientes escuelas publicas;1;calles, estan, oscuras, peligrosas, policial;negativo;0.9277882;0.06445757;0.0077542006
bogota;0.49;0.5;Estable;0.49;1023;7613;ana;;f;la contaminacion del rio esta aumentando;educacion;urgente;2023 10 14;0;1;1;contaminacion rio aumentando;0;acceso, internet, mas, necesitamos, zona;negativo;0.90396976;0.08435152;0.011678813
bogota;0.49;0.5;Estable;0.49;1023;7619;pedro;66.0;f;las calles estan muy oscuras y peligrosas;educacion;urgente;2023 07 08;1;1;0;calles estan oscuras peligrosas;1;calles, estan, oscuras, peligrosas, policial;negativo;0.9442576;0.047759444;0.0079829935
bogota;0.49;0.5;Estable;0.49;1023;7627;carlos;52.0;m;queremos mas presencia policial;salud;urgente;2024 03 13;0;0;1;queremos mas presencia policial;1;calles, estan, oscuras, peligrosas, policial;neutro;0.26389757;0.57646215;0.15964028
bogota;0.49;0.5;Estable;0.49;1023;7670;camilo;49.0;f;queremos mas presencia policial;salud;urgente;2024 05 17;0;1;1;queremos mas presencia policial;1;calles, estan, oscuras, peligrosas, policial;neutro;0.26389757;0.57646215;0.15964028
bogota;0.49;0.5;Estable;0.49;1023;7671;camilo;48.0;otro;las basuras no se recogen a tiempo;salud;urgente;2024 02 03;0;0;0;basuras recogen tiempo;4;basura, basuras, problemas, recogen, tiempo;negativo;0.7337145;0.23748139;0.028804075
bogota;0.49;0.5;Estable;0.49;1023;7675;jorge;67.0;f;faltan medicos en el centro de salud;seguridad;urgente;2023 11 15;0;0;1;faltan medicos centro salud;2;centro, culturales, faltan, medicos, salud;negativo;0.7121867;0.27495375;0.012859541
bogota;0.49;0.5;Estable;0.49;1023;7683;pedro;26.0;f;hay problemas con la recoleccion de basura;educacion;no urgente;2024 11 03;0;1;0;problemas recoleccion basura;4;basura, basuras, problemas, recogen, tiempo;negativo;0.87674534;0.11656104;0.0066936696
bogota;0.49;0.5;Estable;0.49;1023;7684;laura;;m;la contaminacion del rio esta aumentando;medio ambiente;urgente;2023 12 12;0;1;1;contaminacion rio aumentando;0;acceso, internet, mas, necesitamos, zona;negativo;0.90396965;0.08435153;0.011678818
bogota;0.49;0.5;Estable;0.49;1023;7700;sofia;66.0;m;necesitamos mas acceso a internet en la zona;salud;no urgente;2024 03 27;0;1;1;necesitamos mas acceso internet zona;0;acceso, internet, mas, necesitamos, zona;neutro;0.121529706;0.75686437;0.12160592
bogota;0.49;0.5;Estable;0.49;1023;7738;camilo;78.0;otro;las calles estan muy oscuras y peligrosas;salud;no urgente;2024 06 04;0;0;1;calles estan oscuras peligrosas;1;calles, estan, oscuras, peligrosas, policial;negativo;0.9442576;0.04775948;0.007983001
bogota;0.49;0.5;Estable;0.49;1023;7741;carlos;40.0;m;queremos mas presencia policial;seguridad;no urgente;2023 04 30;1;1;0;queremos mas presencia policial;1;calles, estan, oscuras, peligrosas, policial;neutro;0.26389757;0.57646215;0.15964028
bogota;0.49;0.5;Estable;0.49;1023;7744;camilo;45.0;f;hay problemas con la recoleccion de basura;salud;no urgente;2024 07 19;0;0;1;problemas recoleccion basura;4;basura, basuras, problemas, recogen, tiempo;negativo;0.87674534;0.11656104;0.006693663
bogota;0.49;0.5;Estable;0.49;1023;7753;ana;45.0;otro;faltan medicos en el centro de salud;seguridad;urgente;2023 02 06;1;1;0;faltan medicos centro salud;2;centro, culturales, faltan, medicos, salud;negativo;0.7121867;0.27495375;0.012859541
bogota;0.49;0.5;Estable;0.49;1023;7774;jorge;43.0;m;las basuras no se recogen a tiempo;educacion;no urgente;2024 03 12;1;0;0;basuras recogen tiempo;4;basura, basuras, problemas, recogen, tiempo;negativo;0.7337146;0.23748137;0.028804062
bogota;0.49;0.5;Estable;0.49;1023;7813;jorge;67.0;f;faltan medicos en el centro de salud;medio ambiente;no urgente;2024 09 09;0;1;0;faltan medicos centro salud;2;centro, culturales, faltan, medicos, salud;negativo;0.7121867;0.27495375;0.012859541
bogota;0.49;0.5;Estable;0.49;1023;7815;ana;47.0;m;no hay suficientes escuelas publicas;salud;urgente;2023 10 23;0;0;1;suficientes escuelas publicas;1;calles, estan, oscuras, peligrosas, policial;negativo;0.9277882;0.0644576;0.0077542006
bogota;0.49;0.5;Estable;0.49;1023;7833;jorge;80.0;m;no hay suficientes escuelas publicas;educacion;urgente;2024 03 10;0;0;1;suficientes escuelas publicas;1;calles, estan, oscuras, peligrosas, policial;negativo;0.9277882;0.0644576;0.0077542006
bogota;0.49;0.5;Estable;0.49;1023;7842;carlos;;;;educacion;no urgente;2023 01 31;0;1;0;;3;(sin datos suficientes);positivo;0.21312903;0.2888706;0.4980004
bogota;0.49;0.5;Estable;0.49;1023;7851;camilo;73.0;otro;queremos mas presencia policial;seguridad;urgente;2023 04 05;0;1;1;queremos mas presencia policial;1;calles, estan, oscuras, peligrosas, policial;neutro;0.26389757;0.57646215;0.15964028
bogota;0.49;0.5;Estable;0.49;1023;7855;juan;62.0;otro;necesitamos mas acceso a internet en la zona;medio ambiente;no urgente;2024 05 12;1;0;1;necesitamos mas acceso internet zona;0;acceso, internet, mas, necesitamos, zona;neutro;0.121529706;0.75686437;0.12160592
