id;nombre;edad;genero;ciudad;comentario;categoria_del_problema;nivel_de_urgencia;fecha_del_reporte;acceso_a_internet;atencion_previa_del_gobierno;zona_rural;comentario_limpio;tema;palabras_clave;sentimiento;sent_neg;sent_neu;sent_pos
4513;carlos;53.0;f;cartagena;necesitamos mas acceso a internet en la zona;salud;urgente;2024 10 03;0;1;1;necesitamos mas acceso internet zona;0;acceso, internet, mas, necesitamos, zona;neutro;0.121529706;0.75686437;0.12160592
4514;jorge;79.0;f;medellin;las basuras no se recogen a tiempo;educacion;urgente;2023 03 07;0;1;0;basuras recogen tiempo;4;basura, basuras, problemas, recogen, tiempo;negativo;0.7337146;0.23748137;0.028804062
4515;valentina;23.0;otro;cucuta;faltan medicos en el centro de salud;salud;urgente;2024 09 03;0;1;0;faltan medicos centro salud;2;centro, culturales, faltan, medicos, salud;negativo;0.7121867;0.27495375;0.012859541
4516;sofia;60.0;f;bogota;no hay suficientes escuelas publicas;educacion;urgente;2024 11 09;0;1;0;suficientes escuelas publicas;1;calles, estan, oscuras, peligrosas, policial;negativo;0.9277882;0.06445757;0.0077542006
4517;maria;15.0;otro;manizales;falta agua potable en varias casas;salud;no urgente;2023 03 03;0;0;0;falta agua potable varias casas;5;agua, casas, falta, potable, varias;negativo;0.85468775;0.13371721;0.011595
4518;laura;43.0;m;manizales;hay problemas con la recoleccion de basura;medio ambiente;no urgente;2023 03 16;1;1;0;problemas recoleccion basura;4;basura, basuras, problemas, recogen, tiempo;negativo;0.87674534;0.11656104;0.006693663
4519;carlos;69.0;f;manizales;las calles estan muy oscuras y peligrosas;medio ambiente;no urgente;2024 07 29;1;1;0;calles estan oscuras peligrosas;1;calles, estan, oscuras, peligrosas, policial;negativo;0.9442576;0.047759444;0.0079829935
4520;laura;17.0;f;bogota;faltan medicos en el centro de salud;seguridad;urgente;2024 08 29;1;1;0;faltan medicos centro salud;2;centro, culturales, faltan, medicos, salud;negativo;0.7121867;0.2749538;0.0128595345
4521;laura;45.0;m;manizales;las basuras no se recogen a tiempo;seguridad;urgente;2024 08 23;1;1;1;basuras recogen tiempo;4;basura, basuras, problemas, recogen, tiempo;negativo;0.7337145;0.23748139;0.028804075
4522;jorge;74.0;m;bogota;las basuras no se recogen a tiempo;seguridad;urgente;2023 06 14;0;1;1;basuras recogen tiempo;4;basura, basuras, problemas, recogen, tiempo;negativo;0.7337146;0.23748137;0.028804062
4523;valentina;;m;pereira;necesitamos mas acceso a internet en la zona;seguridad;urgente;2023 03 17;0;0;1;necesitamos mas acceso internet zona;0;acceso, internet, mas, necesitamos, zona;neutro;0.121529706;0.75686437;0.12160592
4524;camilo;21.0;f;medellin;queremos mas presencia policial;seguridad;urgente;2024 04 02;0;1;1;queremos mas presencia policial;1;calles, estan, oscuras, peligrosas, policial;neutro;0.26389757;0.57646215;0.15964028
4525;maria;26.0;m;santa marta;hay problemas con la recoleccion de basura;medio ambiente;urgente;2024 01 02;1;0;1;problemas recoleccion basura;4;basura, basuras, problemas, recogen, tiempo;negativo;0.87674534;0.11656104;0.0066936696
4526;camilo;51.0;f;manizales;necesitamos mas acceso a internet en la zona;seguridad;no urgente;2024 04 12;1;1;1;necesitamos mas acceso internet zona;0;acceso, internet, mas, necesitamos, zona;neutro;0.121529706;0.75686437;0.12160592
4527;jorge;69.0;f;bogota;faltan medicos en el centro de salud;salud;no urgente;2023 06 13;1;1;1;faltan medicos centro salud;2;centro, culturales, faltan, medicos, salud;negativo;0.7121867;0.27495375;0.012859541
4528;ana;57.0;m;cartagena;la contaminacion del rio esta aumentando;seguridad;no urgente;2024 05 12;0;0;1;contaminacion rio aumentando;0;acceso, internet, mas, necesitamos, zona;negativo;0.90396965;0.08435153;0.011678818
4529;valentina;23.0;otro;cucuta;las basuras no se recogen a tiempo;medio ambiente;no urgente;2024 11 23;0;1;0;basuras recogen tiempo;4;basura, basuras, problemas, recogen, tiempo;negativo;0.7337145;0.23748139;0.028804075
4530;laura;28.0;otro;pereira;las calles estan muy oscuras y peligrosas;educacion;no urgente;2023 03 03;0;1;1;calles estan oscuras peligrosas;1;calles, estan, oscuras, peligrosas, policial;negativo;0.9442576;0.04775948;0.007983001
4531;camilo;20.0;f;cucuta;falta agua potable en varias casas;educacion;no urgente;2024 10 22;1;1;1;falta agua potable varias casas;5;agua, casas, falta, potable, varias;negativo;0.85468775;0.13371721;0.011595
4532;valentina;28.0;;cucuta;queremos mas presencia policial;medio ambiente;urgente;2024 05 02;0;0;0;queremos mas presencia policial;1;calles, estan, oscuras, peligrosas, policial;neutro;0.26389757;0.57646215;0.15964028
4533;valentina;54.0;m;barranquilla;las basuras no se recogen a tiempo;seguridad;no urgente;2023 06 21;1;1;0;basuras recogen tiempo;4;basura, basuras, problemas, recogen, tiempo;negativo;0.7337145;0.23748139;0.028804075
4534;maria;60.0;f;manizales;;salud;urgente;2023 11 21;1;1;1;;3;(sin datos suficientes);positivo;0.21312903;0.2888706;0.4980004
4535;valentina;41.0;f;bogota;las calles estan muy oscuras y peligrosas;medio ambiente;no urgente;2024 06 15;0;1;0;calles estan oscuras peligrosas;1;calles, estan, oscuras, peligrosas, policial;negativo;0.9442576;0.047759444;0.0079829935
4536;camilo;38.0;f;manizales;falta agua potable en varias casas;medio ambiente;no urgente;2023 09 01;1;1;1;falta agua potable varias casas;5;agua, casas, falta, potable, varias;negativo;0.85468775;0.13371721;0.011595
4537;camilo;76.0;otro;bogota;faltan medicos en el centro de salud;educacion;no urgente;2024 10 17;1;0;0;faltan medicos centro salud;2;centro, culturales, faltan, medicos, salud;negativo;0.7121867;0.27495375;0.012859541
4538;jorge;37.0;f;manizales;queremos mas presencia policial;salud;urgente;2024 10 17;0;1;0;queremos mas presencia policial;1;calles, estan, oscuras, peligrosas, policial;neutro;0.26389757;0.57646215;0.15964028
4539;pedro;55.0;f;bogota;las calles estan muy oscuras y peligrosas;seguridad;urgente;2023 10 20;1;0;1;calles estan oscuras peligrosas;1;calles, estan, oscuras, peligrosas, policial;negativo;0.9442576;0.047759444;0.0079829935
4540;sofia;78.0;;cali;hay problemas con la recoleccion de basura;educacion;no urgente;2023 04 29;0;0;0;problemas recoleccion basura;4;basura, basuras, problemas, recogen, tiempo;negativo;0.87674534;0.11656104;0.006693663
4541;ana;23.0;m;bogota;faltan medicos en el centro de salud;educacion;urgente;2023 07 12;1;0;0;faltan medicos centro salud;2;centro, culturales, faltan, medicos, salud;negativo;0.7121867;0.27495375;0.012859541
4542;maria;57.0;f;bucaramanga;no hay suficientes escuelas publicas;educacion;urgente;2024 09 22;1;1;1;suficientes escuelas publicas;1;calles, estan, oscuras, peligrosas, policial;negativo;0.9277882;0.06445757;0.0077542006
4543;maria;15.0;m;bogota;la contaminacion del rio esta aumentando;seguridad;urgente;2024 09 17;1;0;0;contaminacion rio aumentando;0;acceso, internet, mas, necesitamos, zona;negativo;0.90396976;0.08435152;0.011678813
4544;juan;66.0;m;barranquilla;no hay suficientes escuelas publicas;educacion;urgente;2024 05 14;1;1;1;suficientes escuelas publicas;1;calles, estan, oscuras, peligrosas, policial;negativo;0.9277882;0.06445757;0.0077542006
4545;juan;15.0;m;pereira;las calles estan muy oscuras y peligrosas;seguridad;urgente;2024 10 29;0;0;1;calles estan oscuras peligrosas;1;calles, estan, oscuras, peligrosas, policial;negativo;0.9442576;0.047759444;0.0079829935
4546;maria;20.0;f;santa marta;no tenemos centros culturales ni bibliotecas;salud;urgente;2023 07 08;0;0;1;centros culturales bibliotecas;2;centro, culturales, faltan, medicos, salud;negativo;0.86244667;0.12654915;0.011004277
4547;ana;;m;bogota;faltan medicos en el centro de salud;salud;urgente;2023 10 03;0;1;1;faltan medicos centro salud;2;centro, culturales, faltan, medicos, salud;negativo;0.7121867;0.27495375;0.012859541
4548;valentina;56.0;otro;barranquilla;no hay suficientes escuelas publicas;medio ambiente;no urgente;2024 05 13;0;0;0;suficientes escuelas publicas;1;calles, estan, oscuras, peligrosas, policial;negativo;0.9277882;0.06445757;0.0077542006
4549;pedro;72.0;f;cali;no hay suficientes escuelas publicas;educacion;urgente;2023 03 12;0;1;0;suficientes escuelas publicas;1;calles, estan, oscuras, peligrosas, policial;negativo;0.9277882;0.0644576;0.0077542006
4550;maria;21.0;otro;pereira;las basuras no se recogen a tiempo;seguridad;urgente;2024 04 13;0;1;0;basuras recogen tiempo;4;basura, basuras, problemas, recogen, tiempo;negativo;0.7337146;0.23748137;0.028804062
4551;maria;74.0;otro;medellin;no hay suficientes escuelas publicas;seguridad;no urgente;2023 01 10;0;1;0;suficientes escuelas publicas;1;calles, estan, oscuras, peligrosas, policial;negativo;0.9277882;0.0644576;0.0077542006
4552;laura;20.0;otro;cartagena;falta agua potable en varias casas;seguridad;no urgente;2024 08 22;0;0;1;falta agua potable varias casas;5;agua, casas, falta, potable, varias;negativo;0.85468775;0.13371721;0.011595
4553;maria;52.0;f;barranquilla;faltan medicos en el centro de salud;salud;no urgente;2023 01 23;0;1;0;faltan medicos centro salud;2;centro, culturales, faltan, medicos, salud;negativo;0.7121867;0.27495375;0.012859541
4554;camilo;46.0;otro;bogota;queremos mas presencia policial;medio ambiente;no urgente;2023 08 08;1;1;0;queremos mas presencia policial;1;calles, estan, oscuras, peligrosas, policial;neutro;0.26389757;0.57646215;0.15964028
4555;juan;27.0;f;medellin;no tenemos centros culturales ni bibliotecas;medio ambiente;urgente;2024 06 11;0;1;0;centros culturales bibliotecas;2;centro, culturales, faltan, medicos, salud;negativo;0.86244655;0.12654918;0.011004276
4556;jorge;20.0;m;pereira;la contaminacion del rio esta aumentando;seguridad;urgente;2023 11 26;1;0;1;contaminacion rio aumentando;0;acceso, internet, mas, necesitamos, zona;negativo;0.90396965;0.08435153;0.011678818
4557;sofia;51.0;m;medellin;la contaminacion del rio esta aumentando;medio ambiente;no urgente;2023 02 12;0;0;0;contaminacion rio aumentando;0;acceso, internet, mas, necesitamos, zona;negativo;0.90396976;0.08435152;0.011678813
4558;pedro;20.0;f;barranquilla;las basuras no se recogen a tiempo;seguridad;no urgente;2023 09 20;0;1;1;basuras recogen tiempo;4;basura, basuras, problemas, recogen, tiempo;negativo;0.7337146;0.23748137;0.028804062
4559;camilo;47.0;otro;bogota;las calles estan muy oscuras y peligrosas;educacion;no urgente;2023 05 21;1;1;1;calles estan oscuras peligrosas;1;calles, estan, oscuras, peligrosas, policial;negativo;0.9442576;0.047759444;0.0079829935
4560;pedro;74.0;f;pereira;las basuras no se recogen a tiempo;educacion;urgente;2023 11 18;0;1;1;basuras recogen tiempo;4;basura, basuras, problemas, recogen, tiempo;negativo;0.7337146;0.23748137;0.028804062
4561;carlos;80.0;f;manizales;hay problemas con la recoleccion de basura;medio ambiente;no urgente;2024 10 17;0;0;1;problemas recoleccion basura;4;basura, basuras, problemas, recogen, tiempo;negativo;0.87674534;0.11656104;0.0066936696
4562;pedro;45.0;f;manizales;hay problemas con la recoleccion de basura;medio ambiente;urgente;2024 06 19;1;0;1;problemas recoleccion basura;4;basura, basuras, problemas, recogen, tiempo;negativo;0.87674534;0.11656104;0.006693663
4563;juan;56.0;otro;bucaramanga;las calles estan muy oscuras y peligrosas;seguridad;no urgente;2023 08 28;0;1;1;calles estan oscuras peligrosas;1;calles, estan, oscuras, peligrosas, policial;negativo;0.9442576;0.047759444;0.0079829935
4564;laura;64.0;m;cucuta;hay problemas con la recoleccion de basura;seguridad;urgente;2023 01 24;1;1;1;problemas recoleccion basura;4;basura, basuras, problemas, recogen, tiempo;negativo;0.87674534;0.11656104;0.006693663
4565;ana;16.0;f;barranquilla;las basuras no se recogen a tiempo;seguridad;urgente;2023 11 06;0;1;1;basuras recogen tiempo;4;basura, basuras, problemas, recogen, tiempo;negativo;0.7337145;0.23748139;0.028804075
4566;sofia;42.0;f;cali;;seguridad;no urgente;2023 03 20;1;0;0;;3;(sin datos suficientes);positivo;0.21312903;0.2888706;0.4980004
4567;carlos;69.0;f;bogota;las basuras no se recogen a tiempo;medio ambiente;no urgente;2024 10 16;0;1;1;basuras recogen tiempo;4;basura, basuras, problemas, recogen, tiempo;negativo;0.7337145;0.23748139;0.028804075
4568;sofia;32.0;f;bucaramanga;no tenemos centros culturales ni bibliotecas;medio ambiente;urgente;2024 08 17;0;0;1;centros culturales bibliotecas;2;centro, culturales, faltan, medicos, salud;negativo;0.86244667;0.12654915;0.011004277
4569;ana;43.0;m;medellin;;seguridad;no urgente;2024 07 07;1;1;0;;3;(sin datos suficientes);positivo;0.21312903;0.2888706;0.4980003
4570;pedro;25.0;m;cartagena;queremos mas presencia policial;salud;no urgente;2023 12 30;1;0;1;queremos mas presencia policial;1;calles, estan, oscuras, peligrosas, policial;neutro;0.26389757;0.57646215;0.15964028
4571;valentina;22.0;otro;santa marta;la contaminacion del rio esta aumentando;medio ambiente;urgente;2024 09 02;0;0;0;contaminacion rio aumentando;0;acceso, internet, mas, necesitamos, zona;negativo;0.90396976;0.08435152;0.011678813
4572;ana;55.0;f;medellin;no hay suficientes escuelas publicas;salud;no urgente;2023 08 16;0;0;1;suficientes escuelas publicas;1;calles, estan, oscuras, peligrosas, policial;negativo;0.9277882;0.06445757;0.0077542006
4573;carlos;32.0;m;cartagena;falta agua potable en varias casas;salud;no urgente;2023 01 08;1;1;1;falta agua potable varias casas;5;agua, casas, falta, potable, varias;negativo;0.85468775;0.13371721;0.011595
4574;valentina;22.0;m;santa marta;necesitamos mas acceso a internet en la zona;educacion;no urgente;2023 02 07;0;1;0;necesitamos mas acceso internet zona;0;acceso, internet, mas, necesitamos, zona;neutro;0.121529706;0.75686437;0.12160592
4575;valentina;29.0;f;cucuta;la contaminacion del rio esta aumentando;seguridad;no urgente;2023 10 31;0;1;1;contaminacion rio aumentando;0;acceso, internet, mas, necesitamos, zona;negativo;0.90396976;0.08435152;0.011678813
4576;valentina;32.0;f;bogota;la contaminacion del rio esta aumentando;salud;no urgente;2023 12 17;0;0;1;contaminacion rio aumentando;0;acceso, internet, mas, necesitamos, zona;negativo;0.90396965;0.08435153;0.011678818
4577;camilo;43.0;;;la contaminacion del rio esta aumentando;medio ambiente;no urgente;2024 08 15;1;1;1;contaminacion rio aumentando;0;acceso, internet, mas, necesitamos, zona;negativo;0.90396976;0.08435152;0.011678813
4578;pedro;20.0;f;bucaramanga;necesitamos mas acceso a internet en la zona;medio ambiente;urgente;2024 01 06;0;1;1;necesitamos mas acceso internet zona;0;acceso, internet, mas, necesitamos, zona;neutro;0.121529706;0.75686437;0.12160592
4579;pedro;50.0;m;pereira;hay problemas con la recoleccion de basura;educacion;no urgente;2023 06 29;0;1;0;problemas recoleccion basura;4;basura, basuras, problemas, recogen, tiempo;negativo;0.87674534;0.11656104;0.0066936696
4580;laura;75.0;otro;bogota;no hay suficientes escuelas publicas;medio ambiente;urgente;2023 04 24;0;1;0;suficientes escuelas publicas;1;calles, estan, oscuras, peligrosas, policial;negativo;0.9277882;0.06445757;0.0077542006
4581;maria;53.0;f;barranquilla;las basuras no se recogen a tiempo;salud;urgente;2024 04 14;1;1;0;basuras recogen tiempo;4;basura, basuras, problemas, recogen, tiempo;negativo;0.7337145;0.23748139;0.028804075
4582;juan;25.0;f;medellin;queremos mas presencia policial;seguridad;no urgente;2023 07 11;0;1;1;queremos mas presencia policial;1;calles, estan, oscuras, peligrosas, policial;neutro;0.26389757;0.57646215;0.15964028
4583;sofia;67.0;otro;bogota;las calles estan muy oscuras y peligrosas;seguridad;no urgente;2024 03 18;1;1;0;calles estan oscuras peligrosas;1;calles, estan, oscuras, peligrosas, policial;negativo;0.9442576;0.047759444;0.0079829935
4584;juan;33.0;f;cucuta;falta agua potable en varias casas;salud;urgente;2023 02 11;1;1;0;falta agua potable varias casas;5;agua, casas, falta, potable, varias;negativo;0.85468775;0.13371721;0.011595
4585;juan;60.0;m;bogota;las basuras no se recogen a tiempo;medio ambiente;urgente;2023 08 30;1;1;1;basuras recogen tiempo;4;basura, basuras, problemas, recogen, tiempo;negativo;0.7337145;0.23748139;0.028804075
4586;valentina;26.0;f;pereira;;seguridad;no urgente;2024 11 23;0;0;0;;3;(sin datos suficientes);positivo;0.21312903;0.2888706;0.4980004
4587;laura;;f;cartagena;hay problemas con la recoleccion de basura;medio ambiente;urgente;2024 06 09;1;1;1;problemas recoleccion basura;4;basura, basuras, problemas, recogen, tiempo;negativo;0.87674534;0.11656104;0.0066936696
4588;camilo;62.0;f;cali;necesitamos mas acceso a internet en la zona;medio ambiente;urgente;2023 01 11;1;1;1;necesitamos mas acceso internet zona;0;acceso, internet, mas, necesitamos, zona;neutro;0.121529706;0.75686437;0.12160592
4589;sofia;;otro;manizales;la contaminacion del rio esta aumentando;seguridad;urgente;2024 03 10;0;1;0;contaminacion rio aumentando;0;acceso, internet, mas, necesitamos, zona;negativo;0.90396976;0.08435152;0.011678813
4590;laura;70.0;otro;pereira;falta agua potable en varias casas;educacion;urgente;2024 05 14;0;0;0;falta agua potable varias casas;5;agua, casas, falta, potable, varias;negativo;0.85468775;0.13371721;0.011595
4591;jorge;40.0;otro;manizales;falta agua potable en varias casas;seguridad;no urgente;2023 07 05;1;0;1;falta agua potable varias casas;5;agua, casas, falta, potable, varias;negativo;0.85468775;0.13371721;0.011595
4592;camilo;15.0;otro;cucuta;necesitamos mas acceso a internet en la zona;seguridad;urgente;2023 08 03;0;0;0;necesitamos mas acceso internet zona;0;acceso, internet, mas, necesitamos, zona;neutro;0.121529706;0.75686437;0.12160592
4593;jorge;35.0;f;medellin;falta agua potable en varias casas;medio ambiente;urgente;2023 07 21;1;0;0;falta agua potable varias casas;5;agua, casas, falta, potable, varias;negativo;0.85468775;0.13371721;0.011595
4594;jorge;;f;cartagena;queremos mas presencia policial;seguridad;urgente;2024 10 26;0;0;0;queremos mas presencia policial;1;calles, estan, oscuras, peligrosas, policial;neutro;0.26389757;0.57646215;0.15964028
4595;pedro;55.0;m;cucuta;no tenemos centros culturales ni bibliotecas;salud;no urgente;2023 02 09;0;1;0;centros culturales bibliotecas;2;centro, culturales, faltan, medicos, salud;negativo;0.86244655;0.12654918;0.011004276
4596;camilo;48.0;f;pereira;faltan medicos en el centro de salud;medio ambiente;no urgente;2024 06 13;1;0;1;faltan medicos centro salud;2;centro, culturales, faltan, medicos, salud;negativo;0.7121867;0.2749538;0.0128595345
4597;pedro;17.0;m;cartagena;no tenemos centros culturales ni bibliotecas;salud;no urgente;2023 01 10;0;0;1;centros culturales bibliotecas;2;centro, culturales, faltan, medicos, salud;negativo;0.86244655;0.12654918;0.011004276
4598;camilo;16.0;f;bucaramanga;no hay suficientes escuelas publicas;medio ambiente;urgente;2023 07 30;0;0;0;suficientes escuelas publicas;1;calles, estan, oscuras, peligrosas, policial;negativo;0.9277882;0.06445757;0.0077542006
4599;jorge;35.0;f;pereira;la contaminacion del rio esta aumentando;salud;no urgente;2024 10 01;1;1;0;contaminacion rio aumentando;0;acceso, internet, mas, necesitamos, zona;negativo;0.90396976;0.08435152;0.011678813
4600;camilo;15.0;m;manizales;faltan medicos en el centro de salud;salud;no urgente;2024 11 19;0;0;0;faltan medicos centro salud;2;centro, culturales, faltan, medicos, salud;negativo;0.7121867;0.2749538;0.0128595345
4601;ana;16.0;;bogota;necesitamos mas acceso a internet en la zona;educacion;urgente;2023 08 27;1;0;1;necesitamos mas acceso internet zona;0;acceso, internet, mas, necesitamos, zona;neutro;0.121529706;0.75686437;0.12160592
4602;juan;45.0;f;pereira;no hay suficientes escuelas publicas;medio ambiente;urgente;2023 12 03;1;1;1;suficientes escuelas publicas;1;calles, estan, oscuras, peligrosas, policial;negativo;0.9277882;0.06445757;0.0077542006
4603;jorge;20.0;m;medellin;no tenemos centros culturales ni bibliotecas;medio ambiente;urgente;2023 09 08;0;0;1;centros culturales bibliotecas;2;centro, culturales, faltan, medicos, salud;negativo;0.86244655;0.12654918;0.011004276
4604;pedro;60.0;f;bogota;;salud;no urgente;2024 10 26;1;0;1;;3;(sin datos suficientes);positivo;0.21312903;0.2888706;0.4980004
4605;pedro;37.0;m;cali;hay problemas con la recoleccion de basura;seguridad;no urgente;2024 07 01;1;1;1;problemas recoleccion basura;4;basura, basuras, problemas, recogen, tiempo;negativo;0.87674534;0.11656104;0.0066936696
4606;valentina;75.0;otro;cucuta;hay problemas con la recoleccion de basura;seguridad;no urgente;2023 12 19;1;1;1;problemas recoleccion basura;4;basura, basuras, problemas, recogen, tiempo;negativo;0.87674534;0.11656104;0.006693663
4607;valentina;19.0;otro;manizales;falta agua potable en varias casas;salud;no urgente;2024 05 24;1;1;1;falta agua potable varias casas;5;agua, casas, falta, potable, varias;negativo;0.85468775;0.13371721;0.011595
4608;pedro;60.0;otro;cartagena;no hay suficientes escuelas publicas;medio ambiente;no urgente;2024 04 23;1;0;0;suficientes escuelas publicas;1;calles, estan, oscuras, peligrosas, policial;negativo;0.9277882;0.06445757;0.0077542006
4609;ana;34.0;m;barranquilla;;salud;urgente;2023 05 08;1;0;0;;3;(sin datos suficientes);positivo;0.21312903;0.2888706;0.4980003
4610;laura;25.0;otro;cali;no hay suficientes escuelas publicas;salud;urgente;2024 05 19;0;0;1;suficientes escuelas publicas;1;calles, estan, oscuras, peligrosas, policial;negativo;0.9277882;0.06445757;0.0077542006
4611;jorge;26.0;;bucaramanga;las basuras no se recogen a tiempo;educacion;urgente;2024 02 07;1;0;0;basuras recogen tiempo;4;basura, basuras, problemas, recogen, tiempo;negativo;0.7337145;0.23748139;0.028804075
4612;sofia;58.0;f;medellin;no tenemos centros culturales ni bibliotecas;salud;no urgente;2024 02 20;0;0;1;centros culturales bibliotecas;2;centro, culturales, faltan, medicos, salud;negativo;0.86244667;0.12654915;0.011004277
4613;camilo;50.0;;medellin;las basuras no se recogen a tiempo;salud;no urgente;2023 11 26;0;0;1;basuras recogen tiempo;4;basura, basuras, problemas, recogen, tiempo;negativo;0.7337145;0.23748139;0.028804075
4614;sofia;55.0;m;manizales;la contaminacion del rio esta aumentando;educacion;no urgente;2023 03 06;0;1;0;contaminacion rio aumentando;0;acceso, internet, mas, necesitamos, zona;negativo;0.90396965;0.08435153;0.011678818
4615;jorge;21.0;otro;;queremos mas presencia policial;medio ambiente;no urgente;2023 01 04;0;0;1;queremos mas presencia policial;1;calles, estan, oscuras, peligrosas, policial;neutro;0.26389757;0.57646215;0.15964028
4616;maria;71.0;m;bogota;la contaminacion del rio esta aumentando;salud;no urgente;2023 12 19;1;1;1;contaminacion rio aumentando;0;acceso, internet, mas, necesitamos, zona;negativo;0.90396965;0.08435153;0.011678818
4617;jorge;29.0;otro;pereira;falta agua potable en varias casas;seguridad;no urgente;2023 03 14;0;1;0;falta agua potable varias casas;5;agua, casas, falta, potable, varias;negativo;0.85468775;0.13371721;0.011595
4618;valentina;36.0;m;cucuta;las basuras no se recogen a tiempo;salud;no urgente;2023 02 04;0;0;0;basuras recogen tiempo;4;basura, basuras, problemas, recogen, tiempo;negativo;0.7337146;0.23748137;0.028804062
4619;jorge;;f;bogota;queremos mas presencia policial;seguridad;urgente;2023 01 10;0;1;0;queremos mas presencia policial;1;calles, estan, oscuras, peligrosas, policial;neutro;0.26389757;0.57646215;0.15964028
4620;jorge;63.0;otro;cucuta;falta agua potable en varias casas;salud;no urgente;2023 03 22;1;1;0;falta agua potable varias casas;5;agua, casas, falta, potable, varias;negativo;0.85468775;0.13371721;0.011595
4621;juan;49.0;otro;cali;falta agua potable en varias casas;medio ambiente;no urgente;2023 01 17;1;0;1;falta agua potable varias casas;5;agua, casas, falta, potable, varias;negativo;0.85468775;0.13371721;0.011595
4622;ana;55.0;otro;barranquilla;falta agua potable en varias casas;medio ambiente;urgente;2023 07 28;0;1;0;falta agua potable varias casas;5;agua, casas, falta, potable, varias;negativo;0.85468775;0.13371721;0.011595
4623;laura;53.0;f;cali;faltan medicos en el centro de salud;salud;urgente;2023 02 10;0;0;1;faltan medicos centro salud;2;centro, culturales, faltan, medicos, salud;negativo;0.7121867;0.27495375;0.012859541
4624;laura;72.0;f;medellin;las basuras no se recogen a tiempo;seguridad;no urgente;2024 08 26;0;0;0;basuras recogen tiempo;4;basura, basuras, problemas, recogen, tiempo;negativo;0.7337146;0.23748137;0.028804062
4625;laura;57.0;m;bucaramanga;;educacion;urgente;2023 11 01;0;1;1;;3;(sin datos suficientes);positivo;0.21312903;0.2888706;0.4980003
4626;laura;34.0;m;manizales;queremos mas presencia policial;educacion;no urgente;2024 06 26;1;1;0;queremos mas presencia policial;1;calles, estan, oscuras, peligrosas, policial;neutro;0.26389757;0.57646215;0.15964028
4627;ana;38.0;m;cali;la contaminacion del rio esta aumentando;medio ambiente;urgente;2024 02 26;0;0;0;contaminacion rio aumentando;0;acceso, internet, mas, necesitamos, zona;negativo;0.90396976;0.08435152;0.011678813
4628;carlos;51.0;m;cucuta;hay problemas con la recoleccion de basura;educacion;urgente;2023 06 16;1;1;0;problemas recoleccion basura;4;basura, basuras, problemas, recogen, tiempo;negativo;0.87674534;0.11656104;0.006693663
4629;maria;23.0;otro;bogota;no hay suficientes escuelas publicas;salud;urgente;2024 03 04;0;0;1;suficientes escuelas publicas;1;calles, estan, oscuras, peligrosas, policial;negativo;0.9277882;0.0644576;0.0077542006
4630;ana;68.0;;barranquilla;hay problemas con la recoleccion de basura;seguridad;urgente;2023 12 03;0;1;0;problemas recoleccion basura;4;basura, basuras, problemas, recogen, tiempo;negativo;0.87674534;0.11656104;0.006693663
4631;valentina;63.0;f;cali;necesitamos mas acceso a internet en la zona;educacion;no urgente;2024 06 25;1;1;0;necesitamos mas acceso internet zona;0;acceso, internet, mas, necesitamos, zona;neutro;0.121529706;0.75686437;0.12160592
4632;ana;20.0;f;medellin;necesitamos mas acceso a internet en la zona;educacion;no urgente;2023 03 18;0;0;1;necesitamos mas acceso internet zona;0;acceso, internet, mas, necesitamos, zona;neutro;0.121529706;0.75686437;0.12160592
4633;pedro;56.0;f;bucaramanga;las basuras no se recogen a tiempo;educacion;urgente;2023 03 31;1;1;1;basuras recogen tiempo;4;basura, basuras, problemas, recogen, tiempo;negativo;0.7337145;0.23748139;0.028804075
4634;ana;45.0;otro;cartagena;las basuras no se recogen a tiempo;seguridad;urgente;2024 01 22;0;0;1;basuras recogen tiempo;4;basura, basuras, problemas, recogen, tiempo;negativo;0.7337146;0.23748137;0.028804062
4635;laura;39.0;f;cartagena;queremos mas presencia policial;medio ambiente;urgente;2024 10 13;1;0;0;queremos mas presencia policial;1;calles, estan, oscuras, peligrosas, policial;neutro;0.26389757;0.57646215;0.15964028
4636;jorge;29.0;f;pereira;no hay suficientes escuelas publicas;medio ambiente;urgente;2023 12 20;0;0;1;suficientes escuelas publicas;1;calles, estan, oscuras, peligrosas, policial;negativo;0.9277882;0.06445757;0.0077542006
4637;valentina;71.0;otro;barranquilla;;salud;no urgente;2024 06 11;1;1;1;;3;(sin datos suficientes);positivo;0.21312903;0.2888706;0.4980003
4638;ana;49.0;m;cartagena;necesitamos mas acceso a internet en la zona;seguridad;no urgente;2024 09 11;0;1;1;necesitamos mas acceso internet zona;0;acceso, internet, mas, necesitamos, zona;neutro;0.121529706;0.75686437;0.12160592
4639;carlos;38.0;otro;cucuta;hay problemas con la recoleccion de basura;educacion;no urgente;2023 03 30;1;1;0;problemas recoleccion basura;4;basura, basuras, problemas, recogen, tiempo;negativo;0.87674534;0.11656104;0.0066936696
4640;carlos;53.0;otro;bucaramanga;necesitamos mas acceso a internet en la zona;seguridad;no urgente;2024 02 01;0;1;0;necesitamos mas acceso internet zona;0;acceso, internet, mas, necesitamos, zona;neutro;0.121529706;0.75686437;0.12160592
4641;sofia;32.0;m;cucuta;las basuras no se recogen a tiempo;educacion;no urgente;2023 08 27;0;1;0;basuras recogen tiempo;4;basura, basuras, problemas, recogen, tiempo;negativo;0.7337145;0.23748139;0.028804075
